housenum,zipcode,date_of_birth,sex,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,Target
97,8275 QI,19160417,0,-0.3961483090577049,-0.8107685513271395,0.2435999456393317,1.2101227575598585,-0.6575919405985775,2.2459017088924877,0.5486024416570059,-0.23304645938807014,0.20705413665506792,0.16599451352198935,0.3537362873582963,-0.6266266394191199,-0.18718771929104985,1.3012165653884058,2.5348880176718707,0.627049179424625,0.7424587197196162,-0.7421218339458917,-0.6785046738743981,1.2345610775247091,253.20045941441566
0,6892 ZT,19041203,0,-0.3807175547677694,0.8191185992055899,0.7245283800400956,-1.054372694664637,-0.1202052965882469,0.043748656942972156,-0.574594282486394,-1.0013059663931692,-0.24382683002167074,-1.0749672792981262,-0.08476552583253699,2.371970241929499,-0.15944961514175976,-2.763165139268411,1.3002047560737569,1.218611550681914,-0.9624319693516894,-0.24087747098633294,-0.7715401079092031,-0.08890888397218721,-2.6357994362215322
84,3707 PZ,19060902,1,1.0128091290989354,0.013794011904987665,-0.47890854283329587,-0.46129143544914164,1.7261598715487294,-0.11875911283437528,-0.370359407759231,-0.3188174407850741,-0.331734461285861,-1.1335161989194191,0.3511130527976517,-0.7970933529723025,-1.0327199061743704,0.2379517137546885,0.19391984168786353,0.969093971889058,0.42131340454676813,0.022996390772669097,1.636378606195156,-0.48350139233582656,-126.30214642072622
9,6570 WP,19931206,1,1.6948351768143044,1.1384504028806373,0.7633628827843747,0.32763583541012464,0.14112622225099283,0.8808667501473317,-0.3665076207802671,0.22291817090622906,0.5206930549095498,-0.9278024598301817,0.7076205474544821,-0.3042977405140347,0.5384297030160148,-0.09140957909249467,0.5451979828531097,0.6652864705893117,-1.139105571332294,-0.6932312959417575,-2.004484818159633,1.0625520770517074,129.76703745594676
9,4799TF,19401204,0,0.9546687569383474,2.5203484207081788,2.0855551707460953,0.7862377829049845,-1.2064453935570363,-0.6197317924604281,-0.5152838314582632,1.226718872058474,-0.6916458332211887,-1.1413672097748366,-1.615725167585263,0.753017856172436,0.43158615379378196,0.0756453546173273,-0.45356645849883737,-1.4374919118540512,0.5522825197058171,0.46481426944314697,0.7058002562367548,-0.40265552988529457,-25.764744378482483
5,9893VG,19630723,0,-0.13952530290289006,-0.8930605009156333,2.1549794225478327,-0.7038176515956884,0.19453022338042913,0.5790605751233663,-1.0198619793785284,0.5972385687189652,0.6388758015288766,0.11959243311188214,-1.5277806345657698,0.43609754125316086,-0.49966254443395236,1.4951806390667277,0.2883959662525551,0.2678205033194871,-1.5595939128397485,1.433665590484673,-0.24583241096697106,0.12759332711440202,86.91556864693169
717,1015 XQ,20150507,1,-0.28613856346954963,1.4098196603353645,1.0189417618597574,-1.3247668969621624,-1.1957896800121006,-1.2324069538612996,-0.2914113661169112,-0.3013917478857363,-1.3634916745823016,-0.2933429032687757,-1.0668766857698564,1.328172458235413,1.3192731264667275,0.16719201904195405,0.8042852812116255,-0.5396418256315297,0.6035922559861943,0.9933666497495406,-2.2638244006463766,-0.1958970291175597,-194.05925911940892
1,5154 VH,19670529,1,0.43374647782125364,-0.356806776862125,0.09926427444425925,-2.055364397885903,-0.2983678817081153,-0.1301832774888584,-0.8732788975822263,-1.7746491608742805,1.3241525080370502,2.737112603232701,0.3874134664902305,-0.2753549848673142,-0.23985688189224072,-0.2904372170179795,-0.7922803791701728,1.0701543233369188,-0.46008226901437577,0.03987316631943357,-0.2809883193207237,1.185950684564318,147.0983031204551
0,2964 XO,20140306,1,0.07204065125949935,-2.785144734270589,-0.3744536897042139,1.744626189065863,0.4070270784041332,2.0946067663290915,0.03185359919286896,2.0267204262880467,1.6684138890757547,0.40804469308920005,1.237888610533818,0.5569969465017051,1.0663278011464954,0.05370671977614931,0.31796858577344983,-0.06906171339777077,-0.47423333188200684,-1.7331632923953757,0.15146800004054567,0.9098530618417033,321.3942569247053
290,9787ZT,19970623,0,2.0219723196425985,-1.2453573052763296,0.20466006321701646,0.44439729101327036,1.6660072489748814,-0.021939752550409933,-1.1656778786122768,-0.0385025815954458,-0.2846394902710387,1.187707452931744,-0.477717533768412,2.844966617562358,-0.5772177640217587,-0.36309564910676995,-0.6841268420473509,0.29437253415933456,1.894246415649947,-0.5066689700393417,1.2890211283956277,-0.8534999413027137,120.1477454724627
36,4791PL,19341225,0,0.012224345107138454,0.1618328397209644,1.316300927309809,-0.6158243609277929,0.4841560292644228,-0.7380616839588251,1.4672831043507089,2.2451815430392363,-1.5687440784633435,0.4331453853533934,-0.681247687000039,0.47449784803196987,-0.6185309767886419,-1.6008820407027708,-2.4574662159401983,0.7577508627792195,-0.3500904802581047,1.0856908722041563,1.3246977629411258,0.5293493440292719,16.620727029649988
521,8028 EN,20040919,0,-0.21677923859746392,-2.260568163410846,-0.014393500905709814,0.4155714009104256,-1.168122761305449,-0.7828997571122467,1.3615803376531033,0.011941766893587526,-0.732635868976168,-0.7028463065499305,0.2979151183645467,1.2115163075404434,-0.10817840584512624,0.17823047284207685,-0.8905058690872859,0.6374912879540111,2.074911315913448,0.13599817093036778,0.4808715877758598,-0.21840132519131483,60.90831488517475
364,3783DV,20141030,1,-1.7306694635312123,0.3063625945861768,0.3893472636252089,-0.6329550330373221,-0.2528576250211368,-1.2747972563797163,-0.5976962366789422,-1.2966372309415906,1.2521690219506656,-0.025908655145099834,-0.17463371581970824,-0.29089280119065336,1.4529063325207965,-1.7547341947828528,-1.04450134312243,-0.6546136350085009,0.7320559838178112,-0.6660324750426153,1.2042709550742097,-0.1754227787472406,33.725542921106545
38,8197HA,19660720,1,-1.0863749260077948,0.013231363021398384,0.8375862649851039,-0.018780232241126384,0.9261098836663857,-0.4771361543360902,-2.196560469233169,-0.343419666464054,1.0517523020362036,-0.42229335054490563,1.6494835760344637,-0.8839616367389656,-1.0912136720379497,1.4577058758518864,2.719185920599727,1.0016296545126835,-0.9348298614678272,1.2806575952329278,-0.33546236193543777,-1.0190053320783763,-14.163057490004148
